Unnamed: 0,frase,pregunta_generada,respuesta,Faithfulness_score
906,"La persona interesada en verla para discutir su precio debe ir a la tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5. Él informará sobre el Notario encargado de la venta de dicha casa, para poder verificarla con el mejor postor.",¿Dónde debe dirigirse la persona interesada en discutir el precio de la casa?,"La persona interesada en discutir el precio de la casa debe dirigirse a la calle del Carmen, esquina con la calle Rompe-lanzas.",True
907,"La persona interesada en verla para discutir su precio debe ir a la tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5. Él informará sobre el Notario encargado de la venta de dicha casa, para poder verificarla con el mejor postor.",¿Quién informará sobre el Notario encargado de la venta de la casa?,D. Manuel Blanco informará sobre el Notario encargado de la venta de la casa.,True
908,"La persona interesada en verla para discutir su precio debe ir a la tienda de D. Manuel Blanco, que vive en la calle de Fuencarral, n. 5. Él informará sobre el Notario encargado de la venta de dicha casa, para poder verificarla con el mejor postor.",¿Qué debe hacer la persona interesada para verificar la casa con el mejor postor?,"La persona interesada debe dirigirse a la calle del Carmen, esquina con la calle Rompe-lanzas, donde se llevará a cabo la subasta de la casa.",True
909,"Los guardas y peones de los paseos tienen autorización para evitar que se cometan excesos. En ese caso, podrán confiscar prendas y reportar inmediatamente a un Regidor comisionado para que tome las medidas necesarias conforme a la justicia.",¿Qué medidas se tomaron para detener los males causados por la arbitrariedad del gobierno intruso en la imposición de contribuciones en la provincia mencionada?,Los empleados de la Hacienda pública de la provincia que emigraron durante las últimas invasiones debían presentarse en la capital una vez que esta dejara de estar oprimida por las tropas francesas.,True
910,"Los guardas y peones de los paseos tienen autorización para evitar que se cometan excesos. En ese caso, podrán confiscar prendas y reportar inmediatamente a un Regidor comisionado para que tome las medidas necesarias conforme a la justicia.",¿Quiénes acompañarán al Rey nuestro Señor en su visita a las Estaciones el próximo jueves santo?,"La Reina, el Ayuntamiento, el subdelegado de la junta general de Comercio y Moneda en esta provincia, y el corregidor interino de esta capital y su partido acompañarán al Rey nuestro Señor en su visita a las Estaciones el próximo jueves santo.",False
911,"Los guardas y peones de los paseos tienen autorización para evitar que se cometan excesos. En ese caso, podrán confiscar prendas y reportar inmediatamente a un Regidor comisionado para que tome las medidas necesarias conforme a la justicia.",¿Qué autoridades están involucradas en la conservación de la tranquilidad interior de los pueblos y en facilitar medios para detener los males causados por la dominación enemiga?,Los empleados de la Hacienda pública de la provincia y los Regidores comisionados están involucrados en la conservación de la tranquilidad interior de los pueblos y en facilitar medios para detener los males causados por la dominación enemiga.,True
912,"En la pequeña plaza de Merlo, que está detrás de la casa de Infantado, en frente de la nueva cochera de Alpedrete número 14, se están alquilando una sala, una alcoba y otra habitación, con la opción de incluir servicios o no.",¿Qué tipo de habitaciones se están alquilando en la pequeña plaza de Merlo?,"Una sala, una alcoba y otra habitación.",True
913,"En la pequeña plaza de Merlo, que está detrás de la casa de Infantado, en frente de la nueva cochera de Alpedrete número 14, se están alquilando una sala, una alcoba y otra habitación, con la opción de incluir servicios o no.","¿Qué servicios adicionales se pueden incluir al alquilar una sala, una alcoba y otra habitación en esa ubicación?","Se pueden incluir servicios como limpieza, cambio de sábanas, toallas limpias, acceso a internet, televisión por cable, desayuno, entre otros.",False
914,"En la pequeña plaza de Merlo, que está detrás de la casa de Infantado, en frente de la nueva cochera de Alpedrete número 14, se están alquilando una sala, una alcoba y otra habitación, con la opción de incluir servicios o no.",¿Cuál es la dirección exacta en la pequeña plaza de Merlo donde se encuentran disponibles las habitaciones para alquilar?,"En la pequeña plaza de Merlo, que está detrás de la casa de Infantado, en frente de la nueva cochera de Alpedrete número 14.",True
915,"El 25 se celebraba otro ayuno en honor a la muerte de tres Rabinos: Simeon, hijo de Gamaliel; Ismael, hijo de Eliseo; y Chanina, Vicegerente del Gran Sacerdote.",¿Qué evento familiar marcó el día de nacimiento de una persona en la historia mencionada?,El día en que nació fue un día de alegría para toda la familia.,False
916,"El 25 se celebraba otro ayuno en honor a la muerte de tres Rabinos: Simeon, hijo de Gamaliel; Ismael, hijo de Eliseo; y Chanina, Vicegerente del Gran Sacerdote.",¿Quién era el mayor privado del califa Harounal-Raschild en Bagdad según la información proporcionada?,Fadhel ben Jahia era el mayor privado del califa Harounal-Raschild en Bagdad según la información proporcionada.,True
917,"El 25 se celebraba otro ayuno en honor a la muerte de tres Rabinos: Simeon, hijo de Gamaliel; Ismael, hijo de Eliseo; y Chanina, Vicegerente del Gran Sacerdote.",¿Qué libro menciona Ben-Mogheiran en relación con la historia de una persona que se trasladó de Damasco a Bagdad debido a la indigencia?,El libro mencionado por Ben-Mogheiran en relación con la historia de una persona que se trasladó de Damasco a Bagdad debido a la indigencia es el Nighiaristan.,False
918,"Para llevar a cabo este propósito, los residentes que estén dispuestos a suscribirse deberán dirigirse al alcalde del barrio, el señor José Marcelino Fraga, quien vive en la calle de san Pedro y san Pablo, casa número 11. Allí, deberán dejar constancia de su suscripción y entregar las donaciones correspondientes a la persona designada por Su Excelencia.",¿Quién es la persona a la que deben dirigirse los residentes dispuestos a suscribirse?,"El alcalde del barrio, el señor José Marcelino Fraga.",True
919,"Para llevar a cabo este propósito, los residentes que estén dispuestos a suscribirse deberán dirigirse al alcalde del barrio, el señor José Marcelino Fraga, quien vive en la calle de san Pedro y san Pablo, casa número 11. Allí, deberán dejar constancia de su suscripción y entregar las donaciones correspondientes a la persona designada por Su Excelencia.","¿Dónde vive el alcalde del barrio, el señor José Marcelino Fraga?","El alcalde del barrio, el señor José Marcelino Fraga, vive en la calle de San Pedro y San Pablo, casa número 11.",True
920,"Para llevar a cabo este propósito, los residentes que estén dispuestos a suscribirse deberán dirigirse al alcalde del barrio, el señor José Marcelino Fraga, quien vive en la calle de san Pedro y san Pablo, casa número 11. Allí, deberán dejar constancia de su suscripción y entregar las donaciones correspondientes a la persona designada por Su Excelencia.",¿Qué deben hacer los residentes al llegar a la casa número 11 de la calle de San Pedro y San Pablo?,Dejar constancia de su suscripción y entregar las donaciones correspondientes a la persona designada por Su Excelencia.,True
921,"En el número 3 de la calle Fuencarral, al entrar por la Red de San Luis, en la primera cochera, hay a la venta un excelente carruaje de cuatro ruedas perfecto para cualquier viaje, el cual se venderá a un precio justo; también se aceptará como parte del pago una mula, un caballo u otro carruaje.",¿Qué tipo de carruaje se encuentra a la venta en la cochera mencionada?,Un excelente carruaje de cuatro ruedas.,True
922,"En el número 3 de la calle Fuencarral, al entrar por la Red de San Luis, en la primera cochera, hay a la venta un excelente carruaje de cuatro ruedas perfecto para cualquier viaje, el cual se venderá a un precio justo; también se aceptará como parte del pago una mula, un caballo u otro carruaje.",¿Qué se acepta como parte del pago por el carruaje ofrecido?,"Se aceptará como parte del pago por el carruaje ofrecido una mula, un caballo u otro carruaje.",True
923,"En el número 3 de la calle Fuencarral, al entrar por la Red de San Luis, en la primera cochera, hay a la venta un excelente carruaje de cuatro ruedas perfecto para cualquier viaje, el cual se venderá a un precio justo; también se aceptará como parte del pago una mula, un caballo u otro carruaje.",¿Cuál es la ubicación exacta de la cochera donde se encuentra el carruaje en venta?,"En el número 3 de la calle Fuencarral, al entrar por la Red de San Luis, en la primera cochera.",True
924,"En la oficina principal de este periódico informarán sobre una tienda donde están buscando a un muchacho respetable para ayudar a otro joven. El muchacho debe saber escribir y contar, y debe tener a alguien que lo respalde.",¿Dónde se puede obtener información sobre un joven que busca trabajo como mayordomo o ayudante de cámara en una casa decente? ,"En la calle de la Cruz, en la tienda de zapatos que está cerca de las cuatro calles, en el número 31, junto a la capilla de Nuestra Señora.",True
925,"En la oficina principal de este periódico informarán sobre una tienda donde están buscando a un muchacho respetable para ayudar a otro joven. El muchacho debe saber escribir y contar, y debe tener a alguien que lo respalde.",¿Qué habilidades debe tener el joven que busca trabajo según la información proporcionada? ,"El joven que busca trabajo debe saber peinar, afeitar, cocinar y escribir más o menos bien. Además, debe contar con referencias de personas de confianza que puedan testificar sobre su buen comportamiento.",True
