,original,gpt,manual,Preguntas_manual
401,"Que hallándose las palomas en dichas, dos temperadas fuera de los palomares, se les podrá tirar á qualquiera distancia por los vecinos y forasteros, bien sean Labradores, ó no lo sean, en los sembrados y heras, ó en otros qualesquiera sitios y parages, sin incurtir en pena alguna, con tal de que siendo dentro de la distancia del tiro, no se pueda hacer sino á espalda vuelta á los palomares.","Las palomas pueden ser disparadas a cualquier distancia por los vecinos y forasteros, ya sean labradores o no, en los sembrados y prados, o en cualquier otro lugar, siempre y cuando estén fuera de los palomares. No se les impondrá ninguna pena, siempre y cuando el disparo se realice de espaldas a los palomares y dentro de la distancia permitida.","Las palomas pueden ser disparadas a cualquier distancia por los vecinos y forasteros, ya sean labradores o no, en los sembrados y prados, o en cualquier otro lugar, siempre y cuando estén fuera de los palomares. No se les impondrá ninguna pena, siempre y cuando el disparo se realice de espaldas a los palomares y dentro de la distancia permitida.","
1. ¿Pueden los vecinos y forasteros disparar a las palomas a cualquier distancia en los sembrados y prados, o en cualquier otro lugar?
2. ¿Hay una pena por disparar a las palomas siempre y cuando se realice de espaldas a los palomares y dentro de la distancia permitida?"
402,"Por la última Real Pragmática de 16 de Septiembre de 1784 se previene que los  de palomares sean obligados á cerrarlos, y poner redes en los dos meses de Octubre y Noviembre, y en los tres de Junio, Julio y Agosto, sin que las justicias puedan ampliar, ó reducir este término, pues en caso de convenir alguna alteracion en qualesquiera Provincia, se deberá consultar.","Según una ley del 16 de Septiembre de 1784, se establece que los dueños de palomares deben cerrarlos y poner redes durante los meses de Octubre, Noviembre, Junio, Julio y Agosto. Las autoridades no pueden cambiar este plazo, y si hay algún cambio necesario en alguna provincia, se debe consultar.","Según una ley del 16 de Septiembre de 1784, se establece que los dueños de palomares deben cerrarlos y poner redes durante los meses de Octubre, Noviembre, Junio, Julio y Agosto. Las autoridades no pueden cambiar este plazo, y si hay algún cambio necesario en alguna provincia, se debe consultar.","
1. ¿Cuál es la fecha de la ley que establece las normas para los dueños de palomares?
2. ¿En qué meses debe cerrarse y poner redes los palomares según la ley?"
403,"he aqui precisamente en lo que no convienen entre si ni los Apólogistas, ni los enemigos del luxo por ser esta una de aquellas voces cuya nocion se conoce mas bien que se difine, por lo qual el Abate Pluquer despues de haber referido las definiciones que presentan los autores.","Aquí es precisamente donde los Apólogistas y los enemigos del lujo no están de acuerdo entre sí. El lujo es una de esas palabras cuyo significado se conoce más por intuición que por una definición clara. Por esta razón, el Abate Pluquer, después de mencionar las definiciones presentadas por los autores, no llega a una conclusión definitiva.","Aquí es precisamente donde los Apólogistas y los enemigos del lujo no están de acuerdo entre sí. El lujo es una de esas palabras cuyo significado se conoce más por intuición que por una definición clara. Por esta razón, el Abate Pluquer, después de mencionar las definiciones presentadas por los autores, no llega a una conclusión definitiva.","
1. ¿En qué lugar se encuentran los apólogistas y los enemigos del lujo en desacuerdo?
2. ¿Por qué el Abate Pluquer no llegó a una conclusión definitiva sobre el significado del lujo?"
404,"se presentarán en la administracion general de esta provincia, á recibir sus importes hoy lunes 1.º de marzo En Real orden expedida por la secretarla de Estado y del Despacho de Gracia y Justicia, con focha 26 del próximo pasado mes de febrero, se ha 2 servido S. M. mandar: 1.º Que todor los aprobados de médicos desde el di7 de marzo de 1220, hasta ahora, presenten sus titulos á la Real junta superlor gubarnativa de Medicina.","Hoy lunes 1 de marzo, los médicos aprobados desde el 7 de marzo de 1220 hasta la fecha actual, deberán presentar sus títulos a la Real junta superior gubernativa de Medicina. Esto ha sido ordenado por la Secretaría de Estado y del Despacho de Gracia y Justicia, en una Real orden expedida el 26 de febrero pasado. Todo esto se presentará en la administración general de esta provincia.","Hoy lunes 1 de marzo, los médicos aprobados desde el 7 de marzo de 1220 hasta la fecha actual, deberán presentar sus títulos a la Real junta superior gubernativa de Medicina. Esto ha sido ordenado por la Secretaría de Estado y del Despacho de Gracia y Justicia, en una Real orden expedida el 26 de febrero pasado. Todo esto se presentará en la administración general de esta provincia.","
1. ¿Cuando se deberán presentar los títulos de los médicos aprobados desde el 7 de marzo de 1220 hasta la fecha actual?
2. ¿Quién ha ordenado que los médicos aprobados presenten sus títulos a la Real junta superior gubernativa de Medicina?"
405,"En el del Príncipe á las 4 de la tarde La Misantropía y arrepentimiento, comedia en 3 actos, á continuacion se bailara el bolero por la Sra. Castillo y el Sr. Bueno, y se dará fin con el sainete titulado Las cuatro Bodas.","Esta tarde, en el teatro del Príncipe, se presentará la obra de teatro ""La Misantropía y Arrepentimiento"", que consta de tres actos. Después de la obra, la Sra. Castillo y el Sr. Bueno bailarán el bolero. Para finalizar, se representará el sainete llamado ""Las Cuatro Bodas"".","Esta tarde, en el teatro del Príncipe, se presentará la obra de teatro ""La Misantropía y Arrepentimiento"", que consta de tres actos. Después de la obra, la Sra. Castillo y el Sr. Bueno bailarán el bolero. Para finalizar, se representará la obra cómica llamada ""Las Cuatro Bodas"".","
1. ¿En qué teatro se presentará la obra de teatro ""La Misantropía y Arrepentimiento"" esta tarde?
2. ¿Qué baile se representará después de la obra ""La Misantropía y Arrepentimiento"" en el teatro del Príncipe?"
406,"Dobiendo el martesas del próximo mes juzgar la comision militar egecutiva la causa formada contra Luis Valverde, acusado de robo, dirá la misa del Espíritu santo en la parroquía de Santiago á las 9 de su mañana un capellan del cuerpo de inválidos, á cuya hora se hallará una guardia de un sargento y 12 soldados del primer batallón del primer regimiento de Reales guardias en la plazuela de S. Nicolas á las órdenes del señor presidente de dicha comision.","El martes del próximo mes, la comisión militar ejecutiva juzgará a Luis Valverde, quien está acusado de robo. En la parroquia de Santiago, a las 9 de la mañana, un capellán del cuerpo de inválidos oficiará la misa del Espíritu Santo. A esa hora, habrá una guardia compuesta por un sargento y 12 soldados del primer batallón del primer regimiento de Reales Guardias en la plazuela de S. Nicolás. Estarán bajo las órdenes del presidente de la comisión.","El martes del próximo mes, la comisión militar ejecutiva juzgará a Luis Valverde, quien está acusado de robo. En la parroquia de Santiago, a las 9 de la mañana, un capellán del cuerpo de inválidos oficiará la misa del Espíritu Santo. A esa hora, habrá una guardia compuesta por un sargento y 12 soldados del primer batallón del primer regimiento de Reales Guardias en la plazuela de S. Nicolás. Estarán bajo las órdenes del presidente de la comisión.","
1. ¿En qué lugar y a qué hora se llevará a cabo la comisión militar ejecutiva para juzgar a Luis Valverde?
2. ¿Quién será el capellán que oficiará la misa del Espíritu Santo en la parroquia de Santiago y a qué hora se llevará a cabo?"
407,"Quien supiere de un quarto, cuyo alquiler sea de 25 á 30 doblones en las calles desde la Plazuela de la Cebada, y todas las suyas inmediatas, hasta Puerta Cerrada, se servirá avisar en la calle de Toledo pasado el Meson de la Beltrana casa n. 5, qto.","Si alguien sabe de un cuarto disponible para alquilar en las calles desde la Plazuela de la Cebada hasta Puerta Cerrada, y el precio sea entre 25 y 30 monedas de oro, por favor avise en la calle de Toledo después del Mesón de la Beltrana en la casa número 5, cuarto.","Si alguien sabe de un cuarto disponible para alquilar en las calles desde la Plazuela de la Cebada hasta Puerta Cerrada, con un precio entre 25 y 30 monedas de oro, por favor avise en la calle de Toledo después del Mesón de la Beltrana en la casa número 5.","
1. ¿Cuál es el precio máximo para alquilar un cuarto en las calles desde la Plazuela de la Cebada hasta Puerta Cerrada?
2. ¿En qué casa número se encuentra la oficina de la diputación provincial en la calle Toledo?"
408,"Se orincipiará con la comedia intitulada la Vieja y los Calmpras: dospues el gran baile en 5 actos Julio Cesar en Egipto, y se dará fin con el suinete situlado la Comedia en las Maravillas.","Se comenzará con la comedia titulada ""La Vieja y los Compradores"". Después, se presentará el gran baile en 5 actos ""Julio César en Egipto"". Finalmente, se concluirá con el siguiente evento titulado ""La Comedia en las Maravillas"".","Se comenzará con la comedia titulada ""La Vieja y los Compradores"". Después, se presentará el gran baile en 5 actos ""Julio César en Egipto"". Finalmente, se concluirá con la obra cómica titulada ""La Comedia en las Maravillas"".","
1. ¿En qué teatro se llevará a cabo la representación de la comedia ""La Vieja y los Compradores""?
2. ¿Cuántos actos consta el gran baile ""Julio César en Egipto""?"
409,"En la Escribania de Provincia de D. Juan de la Cruz Diaz, se admiten posturas á tres pedazos de tierra, y viña en el Lugar de Fuencarral, de esta jurisdicion, y asimismo á una casa ren dicho Lugar, con quarto principal, baxo y bodega tasada esta enl a52 rs.","En la oficina de la Provincia de Don Juan de la Cruz Diaz, se aceptan ofertas para tres parcelas de tierra y viñedos en el Lugar de Fuencarral, de esta jurisdicción. También se acepta una oferta por una casa en dicho Lugar, con un dormitorio principal, planta baja y bodega valorada en 52 reales.","En la notaría de Don Juan de la Cruz Diaz, se aceptan ofertas para tres parcelas de tierra y viñedos en el Lugar de Fuencarral, de esta jurisdicción. También se acepta una oferta por una casa en dicho Lugar, con un dormitorio principal, planta baja y bodega valorada en 52 reales.","
1. ¿En qué lugar se aceptan ofertas para comprar parcelas de tierra y viñedos?
2. ¿Cuánto vale la casa que se acepta ofertas para comprar en el Lugar de Fuencarral?"
410,"Lo que se avisa al público á fin de que si alguna persona quisiese hacerlo, acuda á la casa del comisario ordenador D. Eusebio Mariano Lamota, calle de Alcalá, núm. 5; en la inteligencia de que el remate se ha de verificar el dia 3 del corriente, á las 12 de la mañana, en la referida casa.","Se informa al público que si alguien desea hacerlo, puede ir a la casa del comisario D. Eusebio Mariano Lamota, ubicada en la calle Alcalá, número 5. Es importante saber que la subasta se llevará a cabo el día 3 del presente mes, a las 12 del mediodía, en dicha casa.","Se informa al público que si alguien desea hacerlo, puede ir a la casa del comisario D. Eusebio Mariano Lamota, ubicada en la calle Alcalá, número 5. Es importante saber que la subasta se llevará a cabo en dicha casa, el día 3 del presente mes, a las 12 del mediodía.","
1. ¿Cuál es la fecha de la subasta y a qué hora se llevará a cabo?
2. ¿En qué casa se llevará a cabo la subasta?"
